PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
1289910,"Design Art PT12719-16-32 Herd of Antelope in Grasslandextra Large African Art Print,16x32","[Gallery-wrapped Canvas, Professionally Hand Stretched, Anti-Fade Inks, 100% Quality Cotton Canvas, Wood Pine Stretcher Bars; Free Hanging Accessories.Packed in Carton Box,Our Canvas Art Print make the perfect gift for any occasions. Each canvas is personalized just for you, and makes a very uniquely personal gift to give, at an affordable price,Our Modern Wall Decor Art Painting on Canvas is Perfect for bedroom, study, hallway, living room, hotel, kitchen, dining room, office, bathroom, etc. Great Addition to any home and office.,The Canvas wall art is printed on premium quality cotton canvas using the finest quality inks which will not fade over time. The Edges are also printed to insure the perfect artistic effect,This Canvas Art is Stretched over solid 1 inch Wood sub frames and arrives ready to hang on the wall. Colors are far superior to regular Canvas Art. Vivid colors lasting for years.]",,1557,100
1549539,"Fourwalls Artificial Pothos Floor Plant (Multicolour, 1 Piece)","[The product may need a suitable vase, approximately 15 inches in height which can be bought seperately from our collection of vases on fourwalls,Item Size: Length x Breadth x Height- 20 cm x 20 cm x 150 cm,Package Contents: 1 Artificial Pothos Floor Plant,Material: Leaves material- polyester; Stem material- plastic;, Color: Green,This artificial pothos plant is 150 cm/ 5 feet tall and doesn't include the planter/vase]",,1591,787.4
1948159,"Girgit Stainless Steel Cooking and Serving Spoon Set, Silver/Serving Spoon Set for Kitchen use/Buffet Serving Spoon Set for Dinning Table/Dinner Serving Set/Dining Table Serving Set/Set of (5)","[Girgit Brings Unique ensemble of serving and cooking spoons and kitchen tools, Which are very Valuable in Regular Kitchen Use,Girgit unique combination offers exceptional versatility for everyday convenience,Color: Silver, Material: Stainless Steel,Suitable for all kitchen types]","Girgit Stainless Steel Cooking and Serving Spoon And Kitchen Tool Set of 8-Pieces, 10 Piece, 12 Piece, 15 Piece, 05 Piece, Silver Well designed to suit your comfort and convenience which is also quality made. Good for all types of kitchen. Almost a complete kitchen starter in cooking and serving spoons. This is a utilitarian product from petals made of stainless steel. It is a set of 8/10/12/15 /05 and is sturdy, user-friendly and durable.",1376,590.5511805
2838428,Rhysley Hot Pink V- Neck Long Jumpsuit,"[✅ Color: Hot Pink,✅ Fabric: Polyester,✅ Solid / Print: Solid,✅ Neckline: V-Neck,✅ Silhouette: Jumpsuit]",This hot pink long jumpsuit is a must-have in your summer wardrobe. The jumpsuit is made of 100% moss fabric. It comes with a self fabric waist belt which looks magnificent. This jumpsuit gives a classy look to the wearer so that you can wear it to an outing or an evening party. One can accessories this jumpsuit with some earrings or a statement ring to amp it up. Pair it with your favourite shoes or heels and you are good to go.,2989,905.5118101
2635359,"Generic Among Us Red Character Cartoon On Yellow Background Printed Designer Hard Back Case Cover for LG Q6 / Q6 Plus / Q6α, M700N, M700A, M700DSK, M700AN -(SN) RSV2030","[Generic are ""Made in India' products using sublimation printing process, with print covering all 3 sides of cover.,Due to the nature of different monitors/tablets/smart phones, color variation may occur and the product may look slightly different in person being a handmade item.,Generic Cases are waterproof, fade resistant, non-peeling, printed with vibrant eco-friendly inks, extremely slim fitting with access to all functions.,Generic offer lifetime print/design guarantee.,Generic provide with maximum protection to your phone and maximum comfort for use.]",This Case is Made up of Hard Polycarbonate Plastic and printed on all 3 sides of back cover. This cover protects your mobile from scratches and bumps. This printed case gives premier look to your mobile.,12064,708.6614166
779045,"Cellet 32GB Kodak C183 Micro SDHC Card is Custom Formatted for digital high speed, lossless recording! Includes Standard SD Adapter.","[This Cellet MicroSD card is specifically designed for your C183 !,Share your content collections with friends, family, and colleagues easily.,Cellet's removable storage solution specifically designed for mobile devices with expansion slots.,Its ultra-small size consumes very little power from your handset, to give you longer battery life on your phone.,Now you can instantly move pictures between multiple devices for sharing and printing using this card as well.]","Cellet 32GB Kodak C183 Micro SDHC Card is Custom Formatted for digital high speed, lossless recording! Includes Standard SD Adapter. <p></p><p>This Factory Direct product is from the actual manufacturer. Authentic & original quality is how we deliver you a Customized 100% quality item, at a FRACTION of the retail cost!</p>",1848,100
937070,3dRose LLC lsp_20551_1 Flamingo Honeymoon - Single Toggle Switch,"[Dimensions: 3 1/2-Inch  H x 5-Inch  W,Made of strong, durable scratch-resistant metal,Includes matching screws,High gloss finish,Easy to clean]",,6474,250
2873707,STORE99® iSteady GG2 3-Axis Gimbal Camera Stabilizer Support 3/3+/4/5 Session Xiaoyi AEE M10 One Piece,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",STORE99 iSteady GG2 3-Axis Gimbal Camera Stabilizer Support 3/3+/4/5 Session Xiaoyi AEE M10 One Piece,1875,590.5511805
52637,Selections from the Cyropedia,,,6104,614
1998220,"wellxo- Crystal Glass Desert Ice-Cream Sundae Bowl | Serving Bowl | Pudding Dish- 7 Pieces (1 Mixing Bowl + 6 Serving Bowls), Clear","[European style cute set of 7 piece, clear fish pattern glass ice cream bowl dish/ pudding / Dessert bowl set fruit/salad/ice cream/Chocolate plate/bowl for supermarket bar table party,Transparent color; Package contents: 6--pieces bowl and 1-piece serving bowl,Material Glass. Premium finish imported glassware; Suitable for Serving Desert, Puding, Dry Fruits, Ice Cream, Sweet at Home or Ofiice, Ideal for Gift.,glass container, stackable, dishwasher safe, suitable for microwave - freezer safe, transparent body . Tempered or toughened glassware. Economical, reusable, recyclable. suitable for storage in refrigerators as well,CAPACITY:BIG BOWL-700 ML,SMALL BOWLS-200ML]","Exclusive and extraordinarily , these serving Tray & Platters are the gems for any kind of tableware, thanks to their exquisite design. Available in a beautiful hues, theese Tray& Platters are made from high-quality material which ensures long lasting use.Also they are Dishwasher & Microwave safe. The ranges vary from Mugs,Cup saucer,tray sets,Mugs,glassware ,dinner sets etc and never endling list goes on.An exclusive showcase for your Home and Kitchen setting. A one stop-shop for home Kitchen & dinning,",1383,799.2125976
560003,Children with Language Disorders,,,6081,787.4
285078,LA Goutte De Pluie,,,40,663
1797946,Oshotto Air Fabric Lumbar Support Memory Foam Orthopedic Cushion with Headrest (Combo Set of 2) Compatible with Ford Endeavour (Black),"[USE ON ANY CHAIR: In the office, at home, and even in the car, you can use this anywhere,COMFORTABLE SUPPORT: Ergonomic design with soft memory foam for comfort wherever you sit,EASY TO ATTACH: Adjustable strap clips on behind the chair, quickly move it between seats,STYLISH DESIGN: Unlike bulky cushions, this has a sleek, thin, minimalist design that looks great,IMPROVE POSTURE: Ensures correct posture and is perfect for people who suffer from lower back pain]",,7258,1850.39
2552920,"GLYPTAL 6X6 100% Waterproof (Imported), Dust Proof and UV Ray Protection Car Body Cover Compatible for Audi q7 Facelift with Side Mirror Pockets (Green,Large,40X30X10 )","[Audi Q7 FaceliftPerefct Fit For All Models Variants,Material-6X6 PVC Coated American,100% Waterproof (Imported) 6 Layers Fabric | Water Resistance Level - Waterproof,Included Components - Audi Q7 Facelift Car Cover,Specification 1- Cover has triple stitch technology that adds extra strength to the body cover,Specification 2-100% Waterproof,Dustproof,Rainproof And Snowproof]","Explore a wide range of Car Body Cover from GLYPTAL on Amazon. It is a perfect accessory for your vehicle which has triple stitch technology that adds extra strength to the body cover.This Car Body Cover Is Waterproof,Rainproof,Dustproof,Snowproof and Also Protect Your Car From UV Rays.",7332,1574.803148
899556,Heavy Dreaming,,,789,560
1686699,The Bombay Store - Kathakali Cloth and Paper Mache Handpainted Dancer Male Doll with Wood Base - 9 cm x 15 cm x 33 cm,"[SIZE: 34x15 cms,MATERIAL: Cloth and Paper Mache with Wood Base,USE: Intricate and delicate, these miniature dancing dolls exhibit the excellent craftsmanship of artists from West Bengal. Made with cloth and papier-mâché, these colourful dolls are perfect for home decor and gifting.,Painted by the perfect artistic hands from West Bengal this item is a perfect souvenir of Indian Culture,Handcrafted and Made in India]","Intricate and delicate, these miniature dancing dolls exhibit the excellent craftsmanship of artists from West Bengal. Made with cloth and papier-mâché, these colourful dolls are perfect for home decor and gifting. Inspired by India and it's diversity - Every piece has a story to tell! They are the perfect gift, be it any occasion or celebration. Explore the fabulous collection by The Bombay Store today. Designed exclusively by The Bombay Store. With it's rich legacy of 113 years, The Bombay Store brings to you authentic handicraft products from all across India",8490,39.3700787
1370328,2018: personalisierter Kalender 2018 - Ilse - DIN A5 - eine Woche pro Doppelseite (German Edition),,,15,583
1033880,Sennheiser 502704 Phone Adapter,,,0,894
525497,Lord Save Me From Myself,,,129,600
471407,A Newman Synthesis,,,139,550
1469130,V-Rock VR13-898515C Multi Tactical 18X9 +15Mm Chrome 5X5.50 108.1Mm Bore,"[For off road vehicles,Available in multiple finishes,Available in multiple size and fitments]",,7797,1800
2384477,"Electric Drill, Black Portable Mini Drill DC 5V for Circuit Board","[Mini size, light weight, easy to carry,Cylinder drill body is comfortable to hold,Made of high quality material, sturdy and durable in use,Mainly be used to drill wooden board, plastic board, paper sheet(thickness within 10mm); aluminum board, circuit board(thickness within 10mm),Powered by USB cable, convenient to use. With a switch on USB cable for easy control]","Features:<br> Mini size, light weight, easy to carry. <br> Powered by USB cable, convenient to use. With a switch on USB cable for easy control. <br> Made of high quality material, sturdy and durable in use. <br> Cylinder drill body is comfortable to hold. <br> Mainly be used to drill wooden board, plastic board, paper sheet(thickness within 10mm); aluminum board, circuit board(thickness within 10mm). <br><br>Specification:<br>Condition: 100% Brand New<br>Material: Metal + Plastic<br>Color: Black<br>Power Supply: DC 5V<br>Rated Output Power: 18W<br>No-load Speed: 11000rpm<br>Suitable Collet Range: 0.7-1.3mm<br>Drill Length(not included the drill bit): approx. 110mm / 4.33inch<br>Drill Diameter: approx. 30mm / 1.18inch<br>USB Cable Length: approx. 1.95meter / 6.40inch<br>Weight: approx. 119g<br><br>Package Included:<br>1 x Electric Drill with USB Cable(adapter is not included)<br> 3 x Drill Bits(1.1mm in diameter) <br> 1 x Wrench<br> <br><br>Note:<br>1. This product is not suitable to drill these material, such as bodhi, thick metal, wall and stone.<br>2. There may be some error in drilling precision.&nbsp;<br>3. USB adapter may exist incompatibility.<br>4. It can not be connected to grinding or polishing machine.<br> <br>",9927,39.3700787
195889,"Polyester and Fiberglass: How to Make a Fiberglass Car Body, Coat Your Boat, Make an All-fiberglass Boat, Make Castings, Make Embedments, Make Molds, ... Properties, General Plastics Information",,,144,614
562421,"The Witches' Almanac 2016: Issue 35 Spring 2016 - Spring 2017, Air: the Breath of Life",,,10514,580
21520,"Font of Life: Ambrose, Augustine, and the Mystery of Baptism",,,139,649.605
1791774,Stylista Washing Machine Cover Compatible for LG 11.0 Kg Inverter Fully-Automatic Top Loading THD11STB Floral Orange,"[Dimensions of the cover in CM HxWxD 94x55x57,Waterproof and Dustproof covers with space for Wires and Pipes,Wipeable Made From Recycled PVC Material,6 month warranty on any manufacturing defects,Made as per the specific brand size and model]",,12261,2244.094486
1644119,"BINGRAN Vodafone Smart E9 Case,Smooth Lustre Texture PU Leather Iron Magnetic Buckle Flip Cards Slot Wallet Soft TPU Inner Stand Protective Cover Case for Vodafone Smart E9 Brown","[Compatible: Specially Design for Vodafone Smart E9,Material: High-quality PU leather outside and silicon material inside will give your cellphone full protection .,Multi-function: the card holder case features 3 card slots, a side pocket for money or additional cards, and the effective and stylish magnetic lock design secures your money and cards.,Support Stand kickstand: With a hands free view stand kickstand Feature to prop up your phone while you watch movies, read ebooks or watch presentations.,Convinient to use : Covers all corners and TPU full frame edges to keep the screen from scratching or touching the ground. Precise cutouts, Accurately reserved for all functional holes,easy to normal operation.]","Features:<br/> 1.Premium leather outside and silicon material inside will give your cellphone full protection. <br/> 2.eparate slots for your ID and cards, as well as a pocket for cash <br/> 3.With built-in fold stand design for free hand view, freely enjoy videos and movies.<br/> 4.Integrated magnet closure preventing the flap from moving around as well as protecting the screen<br/> 5.Classic flip case book style,easy operation,easy access to all buttons,ports & camera without removing the leather case.<br/> Package Included<br/> 1 X PU Leather Case for Vodafone Smart E9",12058,708.6614166
1509748,"Red Kap Men's Short Sleeve Pocketless Knit Performance Polo, Burgandy, Extra Large","[Advanced moisture wicking keeps you cool under pressure while superior color retention keeps you looking sharp all day long,Straight hem looks professional when tucked in or left out,Lightweight but extra durable,Classic relaxed polo Fit.,No pocket]",,2878,2200
1484094,Under Armour Men UA Ripple NM Black Sneakers-9 UK (44 EU) (10 US) (3022183),"[Outer Material: Textile,Closure Type: Lace-Up,Heel type: flats,Toe Style: Round Toe,Warranty Type: No Warranty,Warranty Description: No Warranty]",,3251,39.3700787
2894689,GlobalNiche® 4 Buttons Silicone Remote Key Case 4 Colors Universal Car Key Cover for TOYOTA Corolla Camry 2012-2018 Color Name Pink,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche 4 Buttons Silicone Remote Key Case 4 Colors Universal Car Key Cover for TOYOTA Corolla Camry 2012-2018 Color Name Pink,10350,590.5511805
518847,A Teacher's Life,,,6132,600
132928,Vessels of Fire and Glory: Breaking Demonic Spells Over America to Release a Great Awakening,,,1,550
1372443,"BCBGMAXAZRIA Women's Alpine Faux Suede Knit Pencil Skirt, Blue Depths, S","[Elasticized,Pull-on,No,Pencil]","Color/pattern: blue depths. Approximately 26in from waist to hem. Measurement was taken from a size small and may vary slightly by size. Design details: faux suede design, elasticized waistband. 89% polyester, 11% spandex. Machine wash. Imported",3047,1800
2672650,"The Design Cart Blue Square (10*10) 2 Hole Acrylic Stones for Artificial Jewelry Art Making,Designer Dress Material, Bangles Making,Size-10 mm * 10 mm,Pack of 100 Gross / 14400 Pieces","[Ship Within 24 Hours,Decorate your display with the plastic glass pebbles and be certain that you will attract everyone's attention.,These acrylic crystals are chosen by professionals for window displays and photography settings.,Ideal for weddings, birthday parties and any kind of event and celebration, these acrylic ice rocks will create a beautiful and elegant atmosphere for you and your guests.,For more products, you can visit our ""The Design Cart"" store. Link - https://www.amazon.in/s?merchant=A127JDXEWAAVSU]","These acrylic stones can easily be sewed on fabric, bags and shoes to create intricate designs. Acrylic is a versatile material that is used to create unique designs. It is a durable material that has high resistance and does not develop cracks. They are faceted and reflect a huge amount of light. They are used in embroideries and on high fashion garments. Acrylic stones are available in various shapes and sizes. They are made up of premium quality materials and are affordable. Acrylic stones can also be used on jewelry pieces and can be glued over various accessories like handbags and footwear.",11209,78.7401574
2828556,GlobalNiche® 1Pc Sealing Cover Stacked Freezer Fresh Lid Crisper Microwave Oven Oil Cap Lids Refrigerator Lid Sealing Cover Plate EJ871800,"[Good quality and Suitable to use.,This Product comes in a proper Packaging.,In case of any query or issue. Feel free to reach out to us.,Contains: Pack of 1.,Delivery within 3-5 weeks.]",GlobalNiche 1Pc Sealing Cover Stacked Freezer Fresh Lid Crisper Microwave Oven Oil Cap Lids Refrigerator Lid Sealing Cover Plate EJ871800,1283,393.700787
751827,Fome,,,98,600
1751513,Kozmik Koon (Lim.Ed./Coloured Vinyl),,,7,1220.47
593915,The Best Way to Start Your Day: Tai Chi Breathing Exercises and Meditations for a More Balanced You,,,86,850
2660135,Hush Puppies Men's Zampa Black Leather Sneaker-8 UK (8246647),"[Comfortable shoes,Very stylish and comfortable shoes for Men.,Leather Sneaker,Item Package Weight: 750.0 grams]",,3251,1311.021
1767629,Eyeglasses Montblanc MB 0067 O- 004 / Black,"[Brand: Mont Blanc Model: MB0067O,Style: Semi Rim Rectangular Frame/Temple Color: Black - 004,Size: Lens-56 Bridge-18 B-Vertical Height-42.7 ED-Effective Diameter-60.2 Temple-145mm Gender: Men's Prescription-ready,1-Year Manufacturer Warranty,Made In: Italy]","Mont Blanc MB0067O prescription-ready eyeglasses includes the Mont Blanc logo on the temple. This Mont Blanc MB0067O metal full rim rectangular shape eyeglasses made for men. Masculine rectangular squared shape characterized by rubber co-injected temples enriched with the iconic Extreme pattern inspired by Montblanc’s eponymous leather goods. The frame’s sporty touch is emphasized by the sharpness of the endpiece and a more pronounced anti-slipping exploded snow cap pattern in the internal part of the end tip. Real snow cap on the temple, surrounded and embellished by a metal ring.",2798,600
547203,"Kunstmalbucher (Gebaude, Stadte und Orte): Dieses Buch besteht aus 48 Malblatter, die zum Ausmalen, Einrahmen und/oder Meditieren verwendet werden ... werden und wird mit 10 Bonus-PDF",,,15,850.392
2529781,REDHORNS Stylish Genuine Leather Wallet for Men Lightweight Bi-Fold Slim Wallet with Card Holder Slots Purse for Men (ARD351R6_Tan),"[Genuine Leather Men's Wallet: This bi-fold mens wallet is made of top premium genuine leather, and soft twill fabric lining which is both luxurious and long-lasting. As it matures, your wallet will soften, adapt to your pocket, and develop character, because you deserve the finest in quality craftsmanship,Minimalist Design Slim Wallet: Keep all your Essentials Neat and Organized in this Stylish bi-fold slim wallet for ment. It has 1 Main Currency Compartment, 2 inbuilt credit, debit and ATM card slots, 1 coin pocket. The most distinctive feature of this mens wallet is an inside secret compartment which gives you ample space to keep Important bills or notes,Lightweight & Compact Wallet: This bi-fold slim leather wallet is not at all bulky due to its unique design and compact size: 7.5X9.6X0.9 CM and very lightweight. Fits easily into handbags, backpacks, sling bags, and even in your pockets. Perfect edges are been made to ensure comfort while carrying it. It is the ideal size and space combination, with various sections for all of your cards, bills, receipts, and even a portrait of a loved one,Classic Slim Purse for Men: A man’s wallet should be contemporary, robust, and durable. This wallet offers elite features with uncompromising style and comfort. The inside of the wallet is as important as the outside, hence we use top-quality polyester fabric for the lining which is both soft to touch and highly durable,Comes With Attractive Gift Box Packing: This mens leather wallets provide a rich feel and elegant look. It resonates with your personality and fashion. Available in multiple colors to match your dress and style. The best gift to your friends, family & dear ones for all festivals & occasions like Valentine’s Day, Christmas, New Year etc & comes in an attractive box packing]","REDHORNS Men's wallet is neatly designed and made with soft and firm genuine leather and twill fabric on the inside. You will feel the softness on your hand and it will never be a hard leather product. Made of exclusive high-quality soft leather. This Formal Vintage Leather Wallet Comes with 1 Main Compartments, 2 ATM Card Slots, 1 Coin Pocket with Snap Closure. The multiple compartments keep everything organized and secure while looking stylish and elegant. This stylish bi-fold leather wallet comes with a premium gift-packed box which can be offered as a perfect gift for Valentine's Day, Birthdays, Anniversaries, Christmas, Father's Day, Groomsmen, and any other special occasions. This Bi-fold leather men's slim wallet has a snap button closure to keep your important card and currency very secure.",3465,295.2755903
1180921,"ArtToFrames 24x24 inch Clear Finish on Hard Maple Wood Picture Frame, WOM0066-60823-YCLR-24x24","[Comes with plexi glass and a wire Hanging set for wall mounting,Made of wood - this one of a kind custom picture frame will enhance any piece of art you put in it,For other colors and non-standard sizes in this frame style search '2WOM0066-60823-YCLR-4x4',Fits 24x24 inch photos! actual frame Size (finished Size) is 25.5x25. 5 inches and the frame is 1 inches wide.,This casual maple frame is a standout alternative to black]",,12228,75
1912464,Elegant Royal Carpet Black and Red Custom Fit 7D Car Mats Compatible with Hyundai I10,"[Custom fit For Hyundai I10,1-year warranty against colour fading, pilling or any manufacturing defects,OEM grade Soft Feel Luxury Leatherette Material,Easy to clean with a wet cloth.,3 layer luxury leatherette dicky mats, odourless, Exclusive diamond quilting for luxurious looks.]","Designed for elegance and made with precision, Elegant 7D mats will give your car interiors a bold luxurious look! These mats give unparalleled protection for your car floor carpet. They have two layers of mats - The designer base mat, made of PVC has the high reinforced edges with exclusive diamond quilt. It comes with easy clean coating that makes it easy to clean. Anti skid backing is also provided that does not let the mat slip or slide while driving. In this base mat, a unique grass mat is placed that traps all the dirt. It has a grass-like finish and is very durable. It is attached to the base mat with the help of clips and can be easily removed for cleaning. This mat is 100% waterproof and is made in so that it does not get stuck in the accelerator or the break so you have a stress free drive each time!",7488,2755.905509
2376285,"F.E.A.R. Forget Everything And Ride: Dirt Bike Motocross Motorbike Motorcycle Notebook & Journal - Appreciation Gift Idea - 120 Lined Pages, 6x9 Inches, Matte Soft Cover",,,1,600
1458169,"Siskiyou NCAA Virginia Cavaliers Square Glass Shot Glass, Clear, Set of 2","[Officially licensed college product: licensee Siskiyou buckle,2 ounce capacity,2 shot glasses made of thick glass,Perfect for any game Day event,Vivid Virginia Cavaliers printed graphics]",,1419,150
1782219,"PnF Framed Poster of Vastu Seven (7) Running Horse 14099-(13x13inch,Multicolour,Synthetic)","[Item Size: 13 inches X 13 inches,Included Components:One UV textured print framed painting without glass,Special Feature:Light weight quality with multi-effects,Care Instructions:Water Splash Proof, Easy To Clean and Ready to Hang.,Material: High quality synthetic frame painting]",,1557,39.37
2853470,Bridion Hard Plastic 3D Printed for Realme C12 Designer Flower Multi Colour for Girls & Boyss Printed Back Cover for Realme C12,"[Designer cover case. Beautiful and Tough. Use this case to reduce the chance of breakage.,Fix perfectly around the inner shell to absorb impact form drops bumps and shocks.,Complete access to all features of the device including microphone, speaker, camera and all buttons. Enhance the appearance of the overall phone.,Easy to install and uninstall,For real c12]","Give a new style to your phone with this designer cover from the house of Bridion Mobile Accessories. This cover has been designed to be used onRealme C12 1 smartphone. Made from plastic, this solid back cover has a sturdy and attractive design in multy color.",12064,669.2913379
25852,Peppa Pig: Off to the Seaside!,,,38,826.77
1431607,WAVE SUPERSONIC WOMENS WHITE-BLACK 11.5 White/Black,"[Air mesh Upper: Air Mesh Upper For Superior Feel, Breathability, And Comfort,Sr Touch: Shock Absorbing Mid-Sole. Advanced Cushioning Material That Is Lighter, Absorbs Shock, And Keeps The Transition Smooth And Fast,Engineered For The Female Volleyball Player,Weight: 10 Ounces]",,3289,100
2272336,UbrosNetwork Vivo Y20A Leather Flip Cover | Shockproof | 360 Protection | Wallet Style Magnetic Closure Back Cover Case for Vivo Y20A (Black),"[Premium & High Finish Product : UbrosNetwork Leather Case for Vivo Y20A are high quality product which offer soft touch and timeless design.These cases enhance the beauty of your phone and provide it best protection.,Precise Cut-Out : UbrosNetwork Leather Case are provided with high quality and precious cut-outs for all ports . These cases also provide easy access of buttons,camera and ports.,Kick back and relax with a kick-stand engineered into the design of UbrosNetwork leather case. Become a walking mobile theater for quick media sessions on the go Enjoy entertainment while you eat and off your Vivo Y20A screen,Ultimate Protection & Magnetic Flip : These cases provide great protection to your device from front and back side and also it comes with magnetic flip to keep the case closed while kept idle.,Ideal Gifting Product: These high quality premium leather cases are suited as gifting item for your loved ones.]","<p><b>DESCRIPTION:</b><br><br>UbrosNetwork Cases &amp; Covers fall into some of the most sought-after phone cases &amp; covers in the market. These covers are manufactured with the use of Top-Grade material &amp; technology resulting in products with impeccable finishing &amp; quality.<br><br><b>Classic Business Styling</b><br> This Cover is Designed in a Timeless Classic Business Style matching the Personality of both Men and Women Perfectly. <br><br><b> Top Quality Material </b><br> This Case is Made with Premium High Quality PU Leather Material to ensure Excellent Finish and Long Life. <br><br><b>Camera &amp; Screen Protection</b><br> Smartly Designed Case has Camera Bump and Front Flap to keep the Camera &amp; Screen from Scratching or Touching the Surface. <br><br><b>Hands-Free Optimized</b><br> It can be folded like a stand which allows you to have your hands free while watching videos, reading news etc. <br><br><b>Built-In Pockets</b><br> Built-in card slots and money pouch keep all of your daily essentials perfectly organized. <br><br><b>Magnetic Closure</b><br>The case can be easily and securely closed and snapped in place, thanks to the strong magnetic clasp to keep your important items safe and secure in one place.<br><br><b>Complete 360 Protection</b><br>For complete peace of mind, this flip cover provides Excellent Shock-Absorption &amp; Complete 360 Degree Protection from all 6 Sides. <br><b><br> Great Grip</b><br> Provides an excellent grip due to which your phone would feel fully secure in your hand.<br><br><b>Compatibility: Specially designed for Vivo Y20A only</b><br><br>UbrosNetwork Disclaimer: The picture/s used are for illustration purpose only. Actual product may vary slightly as per the respective phone model &amp; design. Phone shown in the picture is not part of the sale offer.</p>",12057,649.6062986
1843659,Pikkme Samsung Galaxy J5 Prime Back Cover Case | Designer Printed Hard Cases & Covers for Samsung Galaxy J5 Prime for Girls/Women (Cute Leaves White),"[Protection: Samsung Galaxy J5 Prime Cover and Case by Pikkme provide best protection to your phone; it prevents it from the damages a smartphone got from falls and drops. It got camera bump to protect it from serious damages.,Quality: Our Back Cover for Samsung Galaxy J5 Prime is made with high quality Poly-carbonate material which provides it sturdy grip and matte finish feel. They never get YELLOW like the SOFT Silicone Case get.,Print Quality & Warranty: Mobile Cover for Samsung Galaxy J5 Prime printed by pikkme is the best cases you can get. These cases are printed with Original Korean - Ink Sublimation Technology which makes the print never fades away. We provide life time print warranty for our Samsung Galaxy J5 Prime cases. Our print quality is much better than the print quality of soft cases as they got faded and cracks within a month or so.,Precision: The mobile cover for Samsung Galaxy J5 Prime by pikkme is highly precise with the cut-outs and opening for ports and buttons. They provide easy access to all your buttons and earphone jack too.,Designs & Best Gift Item: Pikkme Samsung Galaxy J5 Prime back cover are built with cool, funky and awesome designs in mind, we cater you the coolest phone cases ever for you device and not only that you can gift these cases to your loved ones too.]","Pikkme Samsung Galaxy J5 Prime Back cover is best hard matte designer case you will ever get. The designs we provide for your phone are just awesome and out of the box that will make your phone say something. Samsung Galaxy J5 Prime covers & cases made by pikkme uses high quality poly-carbonate material which provide it sturdy grip and matte finish and the best part is that we use Korean-ink technology sublimation printing technique to print these cases which the print quality superior , premium and we take guarantee that it will never fades away. These cases and back cover for Samsung Galaxy J5 Prime are best suited as a gift to your loved ones.",12064,787.401574
2552742,"NATVVA 3 Pieces Cabin, Reindeer and Snowy Forest Trees Wall Art Prints Winter Wonderland Posters Canvas Painting Artwork for Living Room Bedroom Decor with Inner Frame","[【Extraordinary Decorative Effect】Liven up your room with a pop of color or something to match the theme.Hang the vivid and colorful canvas on your blank wall to awaken your life.Nice canvas art increases elegance to your home and highlights your artistic aesthetic. The vivid art prints can attract everyone's attention and create a comfortable and relaxed family atmosphere.,【Materials】In order to preserve the most original natural charm of canvas painting, all our products are handmade.High Quality Glossy Canvas with long lasting durability Printed at high resolution using the latest state of the art colour technology ensures sharp & vivid images.,【With frame】: All the wood is natural pine wood imported from Russia.These canvas art painting are already perfectly stretched on wooden frame with hooks mounted on each panel. lightweight and easy to put up. It will will arrive safely, packed in cardboard boxes and wrapped in bubble wrap to avoid damage during transportation.,【Redecorating Your Living Space】: Canvas prints are a simple and wonderful way to create a living space. Beautify your living room, bedroom, kids room, kitchen, office, hotel, lobby, waiting room/lounge, dining room, office, bathroom, hall, bar, beauty salon, home, classroom, library, gym, Master bedroom,etc.,【Ideal Gift Choice】A perfect gift for your lover, friends, and family in special days. Like birthday gift, Mother's Day Gift, wedding gift, anniversary gift, business gift, housewarming gift, thanksgiving day gift, Halloween gift, Christmas gift etc.]","<b> Does every room in your home seem to be furnished the same way?Are you looking for a special art to decorate your space?</b><br> <p>NATVVA is a manufacturer of canvas printing, inkjet prints, and personalized photo custom prints with rich experience in this field.</P> <p>You can enliven with an array of vibrant colours or muted hues from NATVVA that complement your lifestyle or the mood you wish to create. Unique design and deep colors give your rooms an extraordinary character.</P> <b> Wall Decor: </b><br> <p>➢Perfect choice for wall decor such as living room, bedroom, guest room, bathroom, dinning room, meeting room, hallway, nurseries, coffee house, condo house, hotels, inn, Spa, Lounge, Sauna and other spaces of home, office, business, reflection and relaxation.</P> <b>Perfect Gift Idea: </b><br> <p>➢ For wedding, anniversary, thanksgiving, christmas, mother's Day, father's Day, valentine, birthday and others.</P>",6548,1968.503935
